"","id","downloads","citations","views","total_checks","passed_checks","warning_checks","failed_checks","failures"
"4737","doi%3A10.5063%2FAA%2Ftao.11693.3",23,0,263,16,9,2,5,"The number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4738","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXLSR01_20070714.50.5",2,0,78,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4739","doi%3A10.6085%2FAA%2FCUYXXX_015MTBD014R00_20100621.50.1",0,0,9,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4740","doi%3A10.6085%2FAA%2FBBYX00_XXXITV2XMMR01_20100613.50.1",4,0,62,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4741","farshid25.57.1",0,0,156,16,7,4,5,"No abstract sections were found.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4742","doi%3A10.6085%2FAA%2FSCPXXX_015MTBD003R00_20090108.50.1",1,0,9,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4743","doi%3A10.6085%2FAA%2FLOCONW_019MTBD004R00_20060710.50.5",0,0,80,20,14,3,3,"The abstract is only 63 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4744","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXLSR01_20080621.50.2",2,0,73,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4745","doi%3A10.6085%2FAA%2FRKPX00_XXXITBDXHSR01_20090413.50.1",1,0,62,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4746","doi%3A10.6085%2FAA%2FSHS15X_015MHP2009R00_20090511.50.1",0,0,75,20,14,3,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4747","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR01_20080509.50.1",3,0,4,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4748","doi%3A10.5063%2FAA%2Fdpennington.172.2",17,0,138,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4749","doi%3A10.5063%2FAA%2Fdpennington.210.2",32,0,227,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4750","doi%3A10.6085%2FAA%2FKL027X_027MTBD007R00_20060504.50.5",0,0,24,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4751","doi%3A10.5063%2FAA%2Fnrs.485.1",0,0,216,16,10,1,5,"The abstract is only 6 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"4752","doi%3A10.5063%2FF19S1PCR",207,0,48,16,13,2,1,"A publication date is not present.identification"
"4753","doi%3A10.6085%2FAA%2FTPT001_018MHP2005R00_20110805.50.1",0,0,9,20,14,3,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4754","doi%3A10.5063%2FAA%2Fnrs.271.1",0,0,183,16,10,3,3,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4755","doi%3A10.6085%2FAA%2FJALXXX_015MTBD014R00_20020516.50.6",0,0,80,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4756","doi%3A10.5063%2FF1BC3WSJ",282,0,964,20,15,3,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4757","doi%3A10.6085%2FAA%2FWINXXX_015MTBD003R00_20020607.50.5",3,0,80,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4758","doi%3A10.6085%2FAA%2FANSXXX_015MTBD014R00_20111207.50.1",2,0,11,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4759","doi%3A10.6085%2FAA%2Fpisco_mussel_growth.16.1",14,0,69,20,15,3,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4760","doi%3A10.6085%2FAA%2FSR15XX_015MTV2014R00_20070807.50.1",1,0,4,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4761","doi%3A10.6085%2FAA%2FWINXXX_015MTBD009R00_20081219.50.1",0,0,9,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4762","doi%3A10.5063%2FAA%2FMyraShulman.6.14",182,0,504,20,16,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4763","doi%3A10.6085%2FAA%2FLB30XX_030MXTI001R00_20060816.50.2",2,0,81,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4764","doi%3A10.6085%2FAA%2FLOCOK4_022MTBD012R00_20060710.50.5",0,0,78,20,14,3,3,"The abstract is only 63 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4765","doi%3A10.5063%2FAA%2FMarjaana_Toivonen.36.9",0,0,186,16,11,3,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4766","Blandy.334.10",25,0,265,20,14,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4767","doi%3A10.6085%2FAA%2FFCKX00_XXXITV2XMMR02_20100711.50.2",5,0,73,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4768","doi%3A10.6085%2FAA%2FMORXXX_015MTBD014R00_20061115.50.6",0,0,80,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4769","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR03_20081212.50.2",2,0,74,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4770","doi%3A10.6085%2FAA%2FCMRX00_XXXITV2XLSR03_20100104.50.1",0,0,68,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4771","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXLSR01_20040510.50.4",1,0,71,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4772","doi%3A10.6085%2FAA%2FLB30XX_030MXTI001R00_20050425.50.5",1,0,82,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4773","doi%3A10.6085%2FAA%2FCBLX00_XXXIBTNXTSR01_20080121.50.1",0,0,11,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4774","doi%3A10.5063%2FF10000DT",13,0,53,16,12,2,2,"The abstract is only 34 word(s) long but 100 or more is required.discoveryA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4775","doi%3A10.6085%2FAA%2FSRKX00_XXXITV2XHSR01_20100614.50.1",1,0,65,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4776","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXLSR01_20080621.50.1",2,0,64,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4777","doi%3A10.6085%2FAA%2FPOHX00_XXXIBTNXTSR01_20071001.50.1",1,0,11,20,13,4,3,"The abstract is only 71 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4778","doi%3A10.5063%2FAA%2Fobfs.53.2",0,0,54,NA,NA,NA,NA,""
"4779","doi%3A10.5063%2FAA%2Fgeorgia.10.2",0,0,220,16,5,3,8,"The abstract is only 24 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4780","doi%3A10.5063%2FF1FF3QPR",178,0,29,16,13,2,1,"A publication date is not present.identification"
"4781","doi%3A10.5063%2FAA%2Fdpennington.108.4",19,0,275,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4782","doi%3A10.6085%2FAA%2FSSM001_022MTBD014R00_20100517.50.1",0,0,67,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4783","doi%3A10.6085%2FAA%2Fpisco_barnacle_fecundity_UCSC.40.2",42,0,174,20,14,3,3,"The abstract is only 29 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4784","doi%3A10.6085%2FAA%2FHAZXXX_015MTBD003R00_20010619.50.5",1,0,87,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4785","doi%3A10.6085%2FAA%2FSHN15X_015MTV2009R00_20100624.50.1",1,0,61,20,13,4,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4786","doi%3A10.6085%2FAA%2FALEXXX_015MTBD003R00_20100726.50.1",1,0,14,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4787","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXLSR01_20070929.50.1",1,0,2,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4788","doi%3A10.6085%2FAA%2FCARX00_XXXITV2XLSR01_20100617.50.2",2,0,83,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4789","doi%3A10.6085%2FAA%2FYBHX00_XXXITV2XLSR02_20100415.50.1",2,0,62,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4790","doi%3A10.6085%2FAA%2FHMS001_020MXTI018R00_20051103.50.5",0,0,79,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4791","doi%3A10.6085%2FAA%2FWBYX00_XXXITBDXMSR01_20030104.50.3",0,0,71,20,13,4,3,"The abstract is only 64 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4792","doi%3A10.5063%2FAA%2Fdpennington.131.2",22,0,178,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4793","doi%3A10.5063%2FF1T151K5",53,0,440,20,16,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4794","doi%3A10.6085%2FAA%2FPROXXX_015MTBD014R00_20051205.50.4",1,0,10,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4795","doi%3A10.6085%2FAA%2FLB15XX_015MTV2004R00_20110517.50.1",1,0,14,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4796","doi%3A10.6085%2FAA%2FSSM001_022MTBD006R00_20091217.50.1",2,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4797","judithk.306.22",114,0,221,20,8,7,5,"The abstract is only 14 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4798","doi%3A10.5063%2FAA%2Fnrs.383.1",0,0,177,16,11,1,4,"The abstract is only 43 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"4799","doi%3A10.6085%2FAA%2FJOE001_023MTBD005R00_20100806.50.1",0,0,72,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4800","doi%3A10.6085%2FAA%2FLB15XX_015MXTI004R00_20040609.50.5",1,0,81,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4801","doi%3A10.6085%2FAA%2FLB15XX_015MXTI009R00_20030715.50.5",1,0,78,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4802","doi%3A10.6085%2FAA%2FWRK001_024MXTI014R00_20050719.50.5",1,0,76,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4803","doi%3A10.6085%2FAA%2FHMS001_020MTBD000R00_20010621.50.6",0,0,90,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4804","doi%3A10.6085%2FAA%2FSHLX00_XXXIBTNXTSR01_20101009.50.2",2,0,71,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4805","urn%3Auuid%3Ac781356d-5306-4aa2-b633-7f8bc768c093",84,0,49,16,14,1,1,"The number of words in the dataset's title is 21. The maximum recommended word count is 20.identification"
"4806","doi%3A10.6085%2FAA%2FWRK002_010MXTI010R00_20040424.50.5",0,0,74,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4807","doi%3A10.6085%2FAA%2FPOHX00_XXXITBDXHSR01_20081210.50.1",1,0,63,20,13,4,3,"The abstract is only 80 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4808","doi%3A10.6085%2FAA%2FPURXXX_015MTBD003R00_20110505.50.2",1,0,14,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4809","doi%3A10.6085%2FAA%2FSH30XX_030MTV2001R00_20100423.50.1",0,0,66,20,13,4,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4810","doi%3A10.6085%2FAA%2FPOHX00_XXXIBTNXTSR01_20100714.50.1",0,0,63,20,13,4,3,"The abstract is only 71 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4811","doi%3A10.6085%2FAA%2FFCKX00_XXXITV2XMMR03_20100612.50.1",5,0,63,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4812","doi%3A10.5063%2FAA%2Fnrs.618.1",0,0,167,16,10,1,5,"The abstract is only 70 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"4813","doi%3A10.6085%2FAA%2FFCKX00_XXXIBTNXTSR01_20070516.50.1",1,0,9,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4814","doi%3A10.6085%2FAA%2FBBYX00_XXXIBTNXTSR01_20091105.50.1",3,0,61,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4815","doi%3A10.5063%2FAA%2Fnrs.48.3",0,0,70,NA,NA,NA,NA,""
"4816","doi%3A10.5063%2FAA%2Fobfs.323.2",0,0,57,NA,NA,NA,NA,""
"4817","doi%3A10.6085%2FAA%2FYBHX00_XXXITV2XLSR02_20120310.50.1",0,0,9,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4818","doi%3A10.6085%2FAA%2FJHDX00_XXXITBDXLSR01_20050311.50.4",0,0,80,20,13,4,3,"The abstract is only 64 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4819","doi%3A10.6085%2FAA%2FLB30XX_030MXTI021R00_20050810.50.5",1,0,85,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4820","doi%3A10.6085%2FAA%2FKL015X_015MTBD000R00_20050620.50.5",0,0,24,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4821","doi%3A10.5063%2FAA%2Ftao.12069.1",43,0,236,20,9,3,8,"No abstract sections were found.discoveryThe number of words in the dataset's title is 2. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4822","doi%3A10.5063%2FF1GX48TP",56,0,262,20,15,3,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4823","doi%3A10.6085%2FAA%2FCMRX00_XXXITV2XLSR03_20100131.50.1",0,0,71,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4824","dackerly.6.2",0,0,209,16,8,4,4,"The number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4825","doi%3A10.6085%2FAA%2FLB30XX_030MHP2029R00_20100727.50.1",2,0,67,20,13,4,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4826","doi%3A10.6085%2FAA%2FBIG001_026MTBD004R00_20070720.50.1",2,0,72,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4827","doi%3A10.5063%2FAA%2Fjayt.3.1",0,0,219,20,14,3,3,"The number of words in the dataset's title is 1. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4828","doi%3A10.5063%2FAA%2Fnrs.20.2",0,0,53,NA,NA,NA,NA,""
"4829","doi%3A10.5063%2F028PXJ",0,0,5,20,12,4,4,"The number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present.interpretation"
"4830","doi%3A10.6085%2FAA%2FIBOHXX_XXXITBPXMSR00_20080101.50.3",1,0,73,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4831","urn%3Auuid%3A9a60cd6e-391c-452d-8436-acdeb86281f5",0,0,6,16,10,3,3,"The abstract is only 42 word(s) long, and 100 or more words are required.discoveryThe number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationA methods section is not present.interpretation"
"4832","doi%3A10.5063%2FAA%2Fnrs.660.1",0,0,151,16,12,1,3,"The abstract is only 63 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4833","doi%3A10.6085%2FAA%2FIBODXX_XXXITBPXMSR00_20090101.50.3",5,0,73,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4834","doi%3A10.6085%2FAA%2FSHS15X_015MTV2009R00_20100726.50.1",1,0,61,20,13,4,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4835","doi%3A10.5063%2FF11834SM",45,0,346,20,14,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4836","doi%3A10.6085%2FAA%2FSH15XX_015MTV2004R00_20090721.50.1",0,0,70,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4837","doi%3A10.5063%2FAA%2Fnrs.524.1",0,0,165,16,10,1,5,"The abstract is only 49 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"4838","doi%3A10.5063%2FAA%2Fnrs.409.1",0,0,192,16,12,1,3,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"4839","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXLSR01_20020329.50.6",0,0,77,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4840","doi%3A10.6085%2FAA%2FYBHX00_XXXIBTNXTSR01_20061110.50.1",1,0,9,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4841","peggym.1034.1",0,0,16,16,9,4,3,"The number of words in the dataset's title is 22. The maximum recommended word count is 20.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4842","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXLSR03_20010917.50.6",2,0,81,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4843","doi%3A10.6085%2FAA%2FWES001_030MTBD029R00_20081020.50.1",0,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4844","doi%3A10.5063%2FAA%2Fknb.62.1",0,0,179,16,9,3,4,"The number of words in the dataset's title is 1. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"4845","doi%3A10.5063%2FF1PZ573F",322,0,968,16,13,2,1,"A publication date is not present.identification"
"4846","doi%3A10.6085%2FAA%2FWES001_030MTBD029R00_20080208.50.1",0,0,67,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4847","doi%3A10.5063%2FAA%2Fobfs.400.1",0,0,155,16,11,1,4,"The abstract is only 22 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"4848","doi%3A10.5063%2FAA%2Fobfs.333.2",0,0,56,NA,NA,NA,NA,""
"4849","paullheinrich.8.7",0,0,458,20,12,5,3,"The number of words in the dataset's title is 3. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"4850","doi%3A10.6085%2FAA%2FLB15XX_015MXTI009R00_20060927.50.1",1,0,3,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4851","doi%3A10.6085%2FAA%2FCARX00_XXXIBTNXTSR01_20100618.50.1",0,0,67,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4852","doi%3A10.5063%2FAA%2Fnrs.627.1",0,0,162,16,10,1,5,"The abstract is only 21 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"4853","doi%3A10.6085%2FAA%2FLOP001_026MTBD004R00_20080516.50.3",0,0,76,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4854","doi%3A10.6085%2FAA%2FPOHX00_XXXIBTNXTSR01_20091202.50.1",0,0,63,20,13,4,3,"The abstract is only 71 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4855","doi%3A10.6085%2FAA%2FLB15XX_015MXTI004R00_20070618.50.1",1,0,5,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"4856","doi%3A10.6085%2FAA%2FANSXXX_015MTBD014R00_20080917.50.1",1,0,11,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
